Employee_ID,Risk_Score_%,Action_Priority
14024,75.58,HIGH (Engagement Program)
12896,75.57,HIGH (Engagement Program)
14595,75.54,HIGH (Engagement Program)
14861,75.46,HIGH (Engagement Program)
13543,75.44,HIGH (Engagement Program)
12755,75.43,HIGH (Engagement Program)
15021,75.32,HIGH (Engagement Program)
12687,75.26,HIGH (Engagement Program)
13788,75.16,HIGH (Engagement Program)
13262,75.15,HIGH (Engagement Program)
13241,75.11,HIGH (Engagement Program)
15265,75.09,HIGH (Engagement Program)
15260,74.91,HIGH (Engagement Program)
13265,74.89,HIGH (Engagement Program)
15409,74.86,HIGH (Engagement Program)
12650,74.83,HIGH (Engagement Program)
13337,74.81,HIGH (Engagement Program)
15433,74.79,HIGH (Engagement Program)
14117,74.75,HIGH (Engagement Program)
12959,74.73,HIGH (Engagement Program)
14152,74.7,HIGH (Engagement Program)
15431,74.65,HIGH (Engagement Program)
13522,74.65,HIGH (Engagement Program)
14067,74.63,HIGH (Engagement Program)
12430,74.62,HIGH (Engagement Program)
14986,74.48,HIGH (Engagement Program)
15563,74.45,HIGH (Engagement Program)
13022,74.4,HIGH (Engagement Program)
13913,74.37,HIGH (Engagement Program)
14124,74.31,HIGH (Engagement Program)
13745,74.27,HIGH (Engagement Program)
12684,74.26,HIGH (Engagement Program)
14240,74.24,HIGH (Engagement Program)
14212,74.24,HIGH (Engagement Program)
12821,74.22,HIGH (Engagement Program)
15279,74.17,HIGH (Engagement Program)
13693,74.15,HIGH (Engagement Program)
13236,74.13,HIGH (Engagement Program)
15511,74.1,HIGH (Engagement Program)
15271,74.09,HIGH (Engagement Program)
14835,74.05,HIGH (Engagement Program)
14655,74.02,HIGH (Engagement Program)
14770,74.01,HIGH (Engagement Program)
13998,73.97,HIGH (Engagement Program)
15014,73.96,HIGH (Engagement Program)
15633,73.95,HIGH (Engagement Program)
15174,73.94,HIGH (Engagement Program)
15323,73.91,HIGH (Engagement Program)
14600,73.86,HIGH (Engagement Program)
14729,73.83,HIGH (Engagement Program)
15282,73.82,HIGH (Engagement Program)
15479,73.82,HIGH (Engagement Program)
14945,73.8,HIGH (Engagement Program)
14123,73.73,HIGH (Engagement Program)
12852,73.69,HIGH (Engagement Program)
12545,73.6,HIGH (Engagement Program)
14667,73.58,HIGH (Engagement Program)
15284,73.54,HIGH (Engagement Program)
13510,73.51,HIGH (Engagement Program)
15674,73.37,HIGH (Engagement Program)
12738,73.37,HIGH (Engagement Program)
15521,73.36,HIGH (Engagement Program)
12639,73.35,HIGH (Engagement Program)
14881,73.28,HIGH (Engagement Program)
13417,73.22,HIGH (Engagement Program)
14100,73.2,HIGH (Engagement Program)
12698,73.17,HIGH (Engagement Program)
15432,73.16,HIGH (Engagement Program)
13823,73.16,HIGH (Engagement Program)
12817,73.1,HIGH (Engagement Program)
12782,73.06,HIGH (Engagement Program)
14723,73.06,HIGH (Engagement Program)
13622,72.98,HIGH (Engagement Program)
13197,72.98,HIGH (Engagement Program)
15421,72.97,HIGH (Engagement Program)
15350,72.96,HIGH (Engagement Program)
15377,72.96,HIGH (Engagement Program)
14650,72.96,HIGH (Engagement Program)
15400,72.87,HIGH (Engagement Program)
13567,72.86,HIGH (Engagement Program)
12522,72.86,HIGH (Engagement Program)
15413,72.84,HIGH (Engagement Program)
13165,72.79,HIGH (Engagement Program)
12511,72.67,HIGH (Engagement Program)
15414,72.65,HIGH (Engagement Program)
13104,72.65,HIGH (Engagement Program)
12514,72.64,HIGH (Engagement Program)
15720,72.61,HIGH (Engagement Program)
12744,72.59,HIGH (Engagement Program)
13932,72.58,HIGH (Engagement Program)
14216,72.57,HIGH (Engagement Program)
13101,72.56,HIGH (Engagement Program)
14917,72.55,HIGH (Engagement Program)
13455,72.55,HIGH (Engagement Program)
13464,72.54,HIGH (Engagement Program)
12938,72.5,HIGH (Engagement Program)
13340,72.49,HIGH (Engagement Program)
15502,72.48,HIGH (Engagement Program)
14764,72.35,HIGH (Engagement Program)
14674,72.34,HIGH (Engagement Program)
14994,72.29,HIGH (Engagement Program)
13753,72.27,HIGH (Engagement Program)
14082,72.22,HIGH (Engagement Program)
15408,72.18,HIGH (Engagement Program)
15574,72.12,HIGH (Engagement Program)
12648,72.05,HIGH (Engagement Program)
13329,72.03,HIGH (Engagement Program)
13375,71.99,HIGH (Engagement Program)
15650,71.98,HIGH (Engagement Program)
12488,71.93,HIGH (Engagement Program)
15249,71.86,HIGH (Engagement Program)
12530,71.81,HIGH (Engagement Program)
13547,71.77,HIGH (Engagement Program)
15518,71.74,HIGH (Engagement Program)
15319,71.72,HIGH (Engagement Program)
15189,71.65,HIGH (Engagement Program)
15083,71.59,HIGH (Engagement Program)
12520,71.57,HIGH (Engagement Program)
15728,71.45,HIGH (Engagement Program)
13474,71.44,HIGH (Engagement Program)
14039,71.4,HIGH (Engagement Program)
14897,71.37,HIGH (Engagement Program)
13189,71.37,HIGH (Engagement Program)
12632,71.35,HIGH (Engagement Program)
13190,71.34,HIGH (Engagement Program)
14848,71.34,HIGH (Engagement Program)
13520,71.34,HIGH (Engagement Program)
13253,71.28,HIGH (Engagement Program)
15480,71.28,HIGH (Engagement Program)
15027,71.26,HIGH (Engagement Program)
15259,71.25,HIGH (Engagement Program)
13132,71.19,HIGH (Engagement Program)
12919,71.15,HIGH (Engagement Program)
14781,71.13,HIGH (Engagement Program)
14249,71.08,HIGH (Engagement Program)
14671,71.08,HIGH (Engagement Program)
13210,71.07,HIGH (Engagement Program)
14176,71.03,HIGH (Engagement Program)
15255,71.01,HIGH (Engagement Program)
14871,71.01,HIGH (Engagement Program)
14294,71.0,HIGH (Engagement Program)
14882,70.96,HIGH (Engagement Program)
13527,70.92,HIGH (Engagement Program)
13760,70.78,HIGH (Engagement Program)
14485,70.75,HIGH (Engagement Program)
15361,70.74,HIGH (Engagement Program)
14095,70.69,HIGH (Engagement Program)
15389,70.67,HIGH (Engagement Program)
15250,70.66,HIGH (Engagement Program)
14965,70.63,HIGH (Engagement Program)
14183,70.51,HIGH (Engagement Program)
14973,70.47,HIGH (Engagement Program)
14297,70.46,HIGH (Engagement Program)
14194,70.42,HIGH (Engagement Program)
13294,70.39,HIGH (Engagement Program)
13676,70.39,HIGH (Engagement Program)
13686,70.39,HIGH (Engagement Program)
12836,70.37,HIGH (Engagement Program)
13594,70.33,HIGH (Engagement Program)
12881,70.3,HIGH (Engagement Program)
15687,70.29,HIGH (Engagement Program)
14798,70.28,HIGH (Engagement Program)
15734,70.27,HIGH (Engagement Program)
13963,70.26,HIGH (Engagement Program)
13834,70.24,HIGH (Engagement Program)
12483,70.18,HIGH (Engagement Program)
13600,70.17,HIGH (Engagement Program)
12609,70.15,HIGH (Engagement Program)
15004,70.1,HIGH (Engagement Program)
14447,70.1,HIGH (Engagement Program)
13735,70.08,HIGH (Engagement Program)
15691,70.08,HIGH (Engagement Program)
12598,70.04,HIGH (Engagement Program)
14787,70.04,HIGH (Engagement Program)
13544,69.95,HIGH (Engagement Program)
13306,69.93,HIGH (Engagement Program)
15308,69.88,HIGH (Engagement Program)
12637,69.85,HIGH (Engagement Program)
14698,69.78,HIGH (Engagement Program)
15329,69.72,HIGH (Engagement Program)
15729,69.66,HIGH (Engagement Program)
13110,69.63,HIGH (Engagement Program)
13450,69.62,HIGH (Engagement Program)
12562,69.59,HIGH (Engagement Program)
13250,69.58,HIGH (Engagement Program)
13209,69.5,HIGH (Engagement Program)
13083,69.49,HIGH (Engagement Program)
12438,69.4,HIGH (Engagement Program)
14508,69.28,HIGH (Engagement Program)
13136,69.21,HIGH (Engagement Program)
12600,69.18,HIGH (Engagement Program)
13183,69.16,HIGH (Engagement Program)
14645,69.11,HIGH (Engagement Program)
14937,69.11,HIGH (Engagement Program)
15251,69.1,HIGH (Engagement Program)
12829,69.08,HIGH (Engagement Program)
13644,69.08,HIGH (Engagement Program)
13779,69.07,HIGH (Engagement Program)
12965,69.03,HIGH (Engagement Program)
13683,69.02,HIGH (Engagement Program)
14210,69.02,HIGH (Engagement Program)
15285,68.98,HIGH (Engagement Program)
12768,68.97,HIGH (Engagement Program)
14019,68.92,HIGH (Engagement Program)
15468,68.9,HIGH (Engagement Program)
13348,68.85,HIGH (Engagement Program)
13734,68.85,HIGH (Engagement Program)
13458,68.84,HIGH (Engagement Program)
15708,68.8,HIGH (Engagement Program)
15161,68.7,HIGH (Engagement Program)
13719,68.68,HIGH (Engagement Program)
12770,68.62,HIGH (Engagement Program)
15374,68.58,HIGH (Engagement Program)
13599,68.55,HIGH (Engagement Program)
15243,68.54,HIGH (Engagement Program)
14877,68.54,HIGH (Engagement Program)
14705,68.54,HIGH (Engagement Program)
13012,68.51,HIGH (Engagement Program)
15023,68.47,HIGH (Engagement Program)
15222,68.47,HIGH (Engagement Program)
13945,68.42,HIGH (Engagement Program)
14007,68.37,HIGH (Engagement Program)
14219,68.34,HIGH (Engagement Program)
14853,68.3,HIGH (Engagement Program)
13130,68.29,HIGH (Engagement Program)
12876,68.28,HIGH (Engagement Program)
14075,68.19,HIGH (Engagement Program)
12899,68.11,HIGH (Engagement Program)
14088,68.06,HIGH (Engagement Program)
12984,68.0,HIGH (Engagement Program)
15401,67.94,HIGH (Engagement Program)
12970,67.79,HIGH (Engagement Program)
12854,67.55,HIGH (Engagement Program)
14012,67.55,HIGH (Engagement Program)
15582,67.54,HIGH (Engagement Program)
15465,67.45,HIGH (Engagement Program)
14837,67.43,HIGH (Engagement Program)
14402,67.38,HIGH (Engagement Program)
14794,67.35,HIGH (Engagement Program)
14536,67.25,HIGH (Engagement Program)
12750,67.24,HIGH (Engagement Program)
15109,67.16,HIGH (Engagement Program)
14621,67.06,HIGH (Engagement Program)
14924,67.0,HIGH (Engagement Program)
14353,66.98,HIGH (Engagement Program)
13713,66.96,HIGH (Engagement Program)
14936,66.9,HIGH (Engagement Program)
12916,66.86,HIGH (Engagement Program)
14153,66.85,HIGH (Engagement Program)
15369,66.84,HIGH (Engagement Program)
12978,66.84,HIGH (Engagement Program)
13530,66.75,HIGH (Engagement Program)
14193,66.7,HIGH (Engagement Program)
12753,66.66,HIGH (Engagement Program)
13987,66.62,HIGH (Engagement Program)
14728,66.57,HIGH (Engagement Program)
14252,66.55,HIGH (Engagement Program)
15385,66.52,HIGH (Engagement Program)
13876,66.47,HIGH (Engagement Program)
15288,66.46,HIGH (Engagement Program)
13971,66.42,HIGH (Engagement Program)
14092,66.41,HIGH (Engagement Program)
13792,66.41,HIGH (Engagement Program)
13845,66.39,HIGH (Engagement Program)
14972,66.38,HIGH (Engagement Program)
14810,66.37,HIGH (Engagement Program)
14902,66.31,HIGH (Engagement Program)
14792,66.29,HIGH (Engagement Program)
13606,66.25,HIGH (Engagement Program)
13424,66.23,HIGH (Engagement Program)
13488,66.19,HIGH (Engagement Program)
14891,66.13,HIGH (Engagement Program)
12706,66.09,HIGH (Engagement Program)
15524,66.04,HIGH (Engagement Program)
13310,66.01,HIGH (Engagement Program)
14963,65.74,HIGH (Engagement Program)
14020,65.65,HIGH (Engagement Program)
13055,65.64,HIGH (Engagement Program)
13907,65.59,HIGH (Engagement Program)
12929,65.46,HIGH (Engagement Program)
15600,65.37,HIGH (Engagement Program)
14768,65.34,HIGH (Engagement Program)
14393,65.25,HIGH (Engagement Program)
13246,65.22,HIGH (Engagement Program)
13696,65.06,HIGH (Engagement Program)
14831,65.0,HIGH (Engagement Program)
13457,65.0,HIGH (Engagement Program)
15509,64.97,HIGH (Engagement Program)
15669,64.94,HIGH (Engagement Program)
15411,64.89,HIGH (Engagement Program)
14856,64.86,HIGH (Engagement Program)
12489,64.86,HIGH (Engagement Program)
14439,64.77,HIGH (Engagement Program)
13933,64.55,HIGH (Engagement Program)
14707,64.51,HIGH (Engagement Program)
14362,64.44,HIGH (Engagement Program)
14966,64.41,HIGH (Engagement Program)
13078,64.33,HIGH (Engagement Program)
13886,64.16,HIGH (Engagement Program)
13669,64.14,HIGH (Engagement Program)
15164,63.98,HIGH (Engagement Program)
14889,63.93,HIGH (Engagement Program)
15723,63.92,HIGH (Engagement Program)
13610,63.78,HIGH (Engagement Program)
13228,63.73,HIGH (Engagement Program)
13245,63.58,HIGH (Engagement Program)
13025,63.34,HIGH (Engagement Program)
14491,63.34,HIGH (Engagement Program)
14839,63.34,HIGH (Engagement Program)
12997,63.28,HIGH (Engagement Program)
15036,63.27,HIGH (Engagement Program)
12737,63.19,HIGH (Engagement Program)
13001,63.17,HIGH (Engagement Program)
13650,62.99,HIGH (Engagement Program)
14276,62.85,HIGH (Engagement Program)
14823,62.78,HIGH (Engagement Program)
15573,62.72,HIGH (Engagement Program)
14259,62.72,HIGH (Engagement Program)
13169,62.67,HIGH (Engagement Program)
13967,62.52,HIGH (Engagement Program)
15395,62.51,HIGH (Engagement Program)
14072,62.48,HIGH (Engagement Program)
13002,62.22,HIGH (Engagement Program)
14872,62.18,HIGH (Engagement Program)
13052,62.17,HIGH (Engagement Program)
15365,62.07,HIGH (Engagement Program)
13841,62.03,HIGH (Engagement Program)
13670,61.99,HIGH (Engagement Program)
15540,61.96,HIGH (Engagement Program)
14422,61.88,HIGH (Engagement Program)
12976,61.52,HIGH (Engagement Program)
13684,61.47,HIGH (Engagement Program)
14432,61.43,HIGH (Engagement Program)
13049,61.27,HIGH (Engagement Program)
13595,61.16,HIGH (Engagement Program)
12472,61.12,HIGH (Engagement Program)
12895,60.99,HIGH (Engagement Program)
13855,60.94,HIGH (Engagement Program)
15678,60.47,HIGH (Engagement Program)
13271,60.44,HIGH (Engagement Program)
12775,60.1,HIGH (Engagement Program)
15126,60.09,HIGH (Engagement Program)
13832,60.05,HIGH (Engagement Program)
14503,60.02,HIGH (Engagement Program)
14191,60.02,HIGH (Engagement Program)
12982,59.96,HIGH (Engagement Program)
12474,59.87,HIGH (Engagement Program)
14477,59.6,HIGH (Engagement Program)
13820,59.49,HIGH (Engagement Program)
14790,59.44,HIGH (Engagement Program)
13248,59.13,HIGH (Engagement Program)
12786,58.97,HIGH (Engagement Program)
12463,58.87,HIGH (Engagement Program)
13889,58.83,HIGH (Engagement Program)
13386,58.81,HIGH (Engagement Program)
13857,58.8,HIGH (Engagement Program)
14332,58.76,HIGH (Engagement Program)
14398,58.61,HIGH (Engagement Program)
15051,58.46,HIGH (Engagement Program)
14305,58.36,HIGH (Engagement Program)
15303,58.3,HIGH (Engagement Program)
14284,58.24,HIGH (Engagement Program)
14070,58.23,HIGH (Engagement Program)
15725,58.2,HIGH (Engagement Program)
14541,58.14,HIGH (Engagement Program)
14681,57.94,HIGH (Engagement Program)
14939,57.78,HIGH (Engagement Program)
12572,57.76,HIGH (Engagement Program)
12575,57.66,HIGH (Engagement Program)
13551,57.57,HIGH (Engagement Program)
13237,57.54,HIGH (Engagement Program)
15092,57.43,HIGH (Engagement Program)
12860,57.42,HIGH (Engagement Program)
12972,57.42,HIGH (Engagement Program)
14895,57.4,HIGH (Engagement Program)
13749,57.35,HIGH (Engagement Program)
13044,57.23,HIGH (Engagement Program)
13965,57.22,HIGH (Engagement Program)
14934,57.19,HIGH (Engagement Program)
15085,57.03,HIGH (Engagement Program)
13578,56.93,HIGH (Engagement Program)
13221,56.8,HIGH (Engagement Program)
14228,56.73,HIGH (Engagement Program)
14783,56.65,HIGH (Engagement Program)
13111,56.61,HIGH (Engagement Program)
15426,56.55,HIGH (Engagement Program)
14549,56.54,HIGH (Engagement Program)
14311,56.54,HIGH (Engagement Program)
13849,56.53,HIGH (Engagement Program)
15290,56.52,HIGH (Engagement Program)
15201,56.39,HIGH (Engagement Program)
14310,56.38,HIGH (Engagement Program)
15208,56.23,HIGH (Engagement Program)
13840,56.21,HIGH (Engagement Program)
15555,56.16,HIGH (Engagement Program)
14094,56.01,HIGH (Engagement Program)
14526,55.88,HIGH (Engagement Program)
14893,55.62,HIGH (Engagement Program)
13985,55.59,HIGH (Engagement Program)
13162,55.56,HIGH (Engagement Program)
13303,55.52,HIGH (Engagement Program)
13346,55.51,HIGH (Engagement Program)
14165,55.4,HIGH (Engagement Program)
13154,55.38,HIGH (Engagement Program)
13037,55.36,HIGH (Engagement Program)
13261,55.33,HIGH (Engagement Program)
15191,55.29,HIGH (Engagement Program)
12993,55.29,HIGH (Engagement Program)
14616,55.24,HIGH (Engagement Program)
14643,55.18,HIGH (Engagement Program)
13616,55.12,HIGH (Engagement Program)
14261,55.06,HIGH (Engagement Program)
14748,55.06,HIGH (Engagement Program)
13585,54.99,HIGH (Engagement Program)
14612,54.94,HIGH (Engagement Program)
15602,54.76,HIGH (Engagement Program)
12870,54.75,HIGH (Engagement Program)
15187,54.72,HIGH (Engagement Program)
15041,54.69,HIGH (Engagement Program)
12710,54.68,HIGH (Engagement Program)
14761,54.64,HIGH (Engagement Program)
15531,54.58,HIGH (Engagement Program)
15195,54.56,HIGH (Engagement Program)
14367,54.44,HIGH (Engagement Program)
14907,54.41,HIGH (Engagement Program)
14619,54.39,HIGH (Engagement Program)
12694,54.35,HIGH (Engagement Program)
12797,54.33,HIGH (Engagement Program)
13434,54.27,HIGH (Engagement Program)
13206,54.19,HIGH (Engagement Program)
14841,53.79,HIGH (Engagement Program)
14560,53.76,HIGH (Engagement Program)
13418,53.68,HIGH (Engagement Program)
14444,53.45,HIGH (Engagement Program)
14590,53.33,HIGH (Engagement Program)
14453,53.33,HIGH (Engagement Program)
12823,53.25,HIGH (Engagement Program)
13137,53.2,HIGH (Engagement Program)
13797,53.15,HIGH (Engagement Program)
15018,52.92,HIGH (Engagement Program)
14916,52.58,HIGH (Engagement Program)
14051,52.35,HIGH (Engagement Program)
14702,52.18,HIGH (Engagement Program)
14647,52.11,HIGH (Engagement Program)
13354,52.09,HIGH (Engagement Program)
14011,52.07,HIGH (Engagement Program)
13597,52.06,HIGH (Engagement Program)
12685,52.05,HIGH (Engagement Program)
14385,51.99,HIGH (Engagement Program)
14773,51.98,HIGH (Engagement Program)
14378,51.76,HIGH (Engagement Program)
15683,51.62,HIGH (Engagement Program)
15721,51.58,HIGH (Engagement Program)
12453,51.55,HIGH (Engagement Program)
14446,51.52,HIGH (Engagement Program)
13732,51.48,HIGH (Engagement Program)
14530,51.45,HIGH (Engagement Program)
13390,51.3,HIGH (Engagement Program)
13630,51.16,HIGH (Engagement Program)
14201,51.13,HIGH (Engagement Program)
15698,51.05,HIGH (Engagement Program)
12749,50.91,HIGH (Engagement Program)
14474,50.85,HIGH (Engagement Program)
14246,50.84,HIGH (Engagement Program)
14237,50.82,HIGH (Engagement Program)
15146,50.81,HIGH (Engagement Program)
13674,50.78,HIGH (Engagement Program)
12570,50.72,HIGH (Engagement Program)
13268,50.7,HIGH (Engagement Program)
14708,50.52,HIGH (Engagement Program)
13782,50.52,HIGH (Engagement Program)
12907,50.52,HIGH (Engagement Program)
13659,50.51,HIGH (Engagement Program)
15171,50.51,HIGH (Engagement Program)
15107,50.4,HIGH (Engagement Program)
15667,50.37,HIGH (Engagement Program)
14739,50.37,HIGH (Engagement Program)
12762,50.32,HIGH (Engagement Program)
13195,50.32,HIGH (Engagement Program)
12849,50.19,HIGH (Engagement Program)
14382,50.06,HIGH (Engagement Program)
13064,50.01,HIGH (Engagement Program)
13403,49.85,MEDIUM (Monitor Status)
14301,49.78,MEDIUM (Monitor Status)
14779,49.75,MEDIUM (Monitor Status)
12962,49.6,MEDIUM (Monitor Status)
15275,49.54,MEDIUM (Monitor Status)
13388,49.45,MEDIUM (Monitor Status)
13489,49.43,MEDIUM (Monitor Status)
15223,49.36,MEDIUM (Monitor Status)
12538,49.25,MEDIUM (Monitor Status)
15697,49.25,MEDIUM (Monitor Status)
13352,48.87,MEDIUM (Monitor Status)
15614,48.8,MEDIUM (Monitor Status)
13850,48.47,MEDIUM (Monitor Status)
13571,48.44,MEDIUM (Monitor Status)
14557,48.38,MEDIUM (Monitor Status)
14719,48.34,MEDIUM (Monitor Status)
15134,48.32,MEDIUM (Monitor Status)
12697,48.04,MEDIUM (Monitor Status)
14751,48.0,MEDIUM (Monitor Status)
13224,47.93,MEDIUM (Monitor Status)
12551,47.83,MEDIUM (Monitor Status)
15384,47.77,MEDIUM (Monitor Status)
14254,47.66,MEDIUM (Monitor Status)
12926,47.63,MEDIUM (Monitor Status)
15701,47.63,MEDIUM (Monitor Status)
15177,47.34,MEDIUM (Monitor Status)
14509,47.29,MEDIUM (Monitor Status)
14131,47.25,MEDIUM (Monitor Status)
13240,47.25,MEDIUM (Monitor Status)
12991,47.25,MEDIUM (Monitor Status)
14885,47.01,MEDIUM (Monitor Status)
15664,46.9,MEDIUM (Monitor Status)
14699,46.82,MEDIUM (Monitor Status)
12973,46.76,MEDIUM (Monitor Status)
12761,46.75,MEDIUM (Monitor Status)
15406,46.7,MEDIUM (Monitor Status)
13969,46.66,MEDIUM (Monitor Status)
15685,46.63,MEDIUM (Monitor Status)
13487,46.61,MEDIUM (Monitor Status)
14976,46.58,MEDIUM (Monitor Status)
15548,46.55,MEDIUM (Monitor Status)
14173,46.48,MEDIUM (Monitor Status)
13949,46.44,MEDIUM (Monitor Status)
13151,46.32,MEDIUM (Monitor Status)
12501,46.24,MEDIUM (Monitor Status)
14348,46.2,MEDIUM (Monitor Status)
15418,46.18,MEDIUM (Monitor Status)
12824,46.1,MEDIUM (Monitor Status)
13723,45.99,MEDIUM (Monitor Status)
12864,45.94,MEDIUM (Monitor Status)
14714,45.85,MEDIUM (Monitor Status)
13641,45.72,MEDIUM (Monitor Status)
13555,45.69,MEDIUM (Monitor Status)
13316,45.59,MEDIUM (Monitor Status)
14457,45.58,MEDIUM (Monitor Status)
14387,45.55,MEDIUM (Monitor Status)
13733,45.48,MEDIUM (Monitor Status)
12478,45.47,MEDIUM (Monitor Status)
13361,45.46,MEDIUM (Monitor Status)
14524,45.45,MEDIUM (Monitor Status)
14156,45.42,MEDIUM (Monitor Status)
12779,45.4,MEDIUM (Monitor Status)
14334,45.37,MEDIUM (Monitor Status)
13799,45.26,MEDIUM (Monitor Status)
14415,45.07,MEDIUM (Monitor Status)
13383,44.85,MEDIUM (Monitor Status)
14622,44.74,MEDIUM (Monitor Status)
15020,44.64,MEDIUM (Monitor Status)
13922,44.52,MEDIUM (Monitor Status)
15194,44.47,MEDIUM (Monitor Status)
15086,44.34,MEDIUM (Monitor Status)
13752,44.04,MEDIUM (Monitor Status)
13156,43.96,MEDIUM (Monitor Status)
15629,43.96,MEDIUM (Monitor Status)
14121,43.86,MEDIUM (Monitor Status)
13638,43.78,MEDIUM (Monitor Status)
13046,43.74,MEDIUM (Monitor Status)
15071,43.66,MEDIUM (Monitor Status)
12549,43.51,MEDIUM (Monitor Status)
14233,43.47,MEDIUM (Monitor Status)
12567,43.45,MEDIUM (Monitor Status)
15066,43.3,MEDIUM (Monitor Status)
13662,43.26,MEDIUM (Monitor Status)
13574,43.18,MEDIUM (Monitor Status)
14892,43.13,MEDIUM (Monitor Status)
14676,43.1,MEDIUM (Monitor Status)
14745,43.07,MEDIUM (Monitor Status)
14516,43.07,MEDIUM (Monitor Status)
12654,43.06,MEDIUM (Monitor Status)
15612,42.98,MEDIUM (Monitor Status)
14163,42.96,MEDIUM (Monitor Status)
13680,42.9,MEDIUM (Monitor Status)
14049,42.89,MEDIUM (Monitor Status)
15155,42.88,MEDIUM (Monitor Status)
14407,42.86,MEDIUM (Monitor Status)
13328,42.84,MEDIUM (Monitor Status)
15313,42.74,MEDIUM (Monitor Status)
14967,42.71,MEDIUM (Monitor Status)
14258,42.7,MEDIUM (Monitor Status)
15688,42.54,MEDIUM (Monitor Status)
14086,42.47,MEDIUM (Monitor Status)
13351,42.44,MEDIUM (Monitor Status)
14743,42.33,MEDIUM (Monitor Status)
14594,42.3,MEDIUM (Monitor Status)
14483,42.21,MEDIUM (Monitor Status)
15205,42.19,MEDIUM (Monitor Status)
15295,42.14,MEDIUM (Monitor Status)
13865,42.13,MEDIUM (Monitor Status)
13146,42.1,MEDIUM (Monitor Status)
13444,42.02,MEDIUM (Monitor Status)
15117,41.78,MEDIUM (Monitor Status)
14459,41.73,MEDIUM (Monitor Status)
14119,41.53,MEDIUM (Monitor Status)
13656,41.52,MEDIUM (Monitor Status)
13617,41.51,MEDIUM (Monitor Status)
13095,41.5,MEDIUM (Monitor Status)
15181,41.46,MEDIUM (Monitor Status)
12510,41.39,MEDIUM (Monitor Status)
13539,41.39,MEDIUM (Monitor Status)
14795,41.35,MEDIUM (Monitor Status)
13322,41.29,MEDIUM (Monitor Status)
15459,41.28,MEDIUM (Monitor Status)
14700,41.25,MEDIUM (Monitor Status)
12437,41.17,MEDIUM (Monitor Status)
15022,41.17,MEDIUM (Monitor Status)
13377,41.14,MEDIUM (Monitor Status)
12891,41.07,MEDIUM (Monitor Status)
14615,40.98,MEDIUM (Monitor Status)
12955,40.89,MEDIUM (Monitor Status)
12461,40.89,MEDIUM (Monitor Status)
15658,40.86,MEDIUM (Monitor Status)
12814,40.86,MEDIUM (Monitor Status)
12547,40.83,MEDIUM (Monitor Status)
15565,40.8,MEDIUM (Monitor Status)
13891,40.8,MEDIUM (Monitor Status)
13305,40.74,MEDIUM (Monitor Status)
13750,40.66,MEDIUM (Monitor Status)
13353,40.65,MEDIUM (Monitor Status)
13950,40.6,MEDIUM (Monitor Status)
14706,40.57,MEDIUM (Monitor Status)
13824,40.57,MEDIUM (Monitor Status)
14079,40.54,MEDIUM (Monitor Status)
13170,40.5,MEDIUM (Monitor Status)
13267,40.41,MEDIUM (Monitor Status)
13382,40.34,MEDIUM (Monitor Status)
14319,40.25,MEDIUM (Monitor Status)
13722,40.23,MEDIUM (Monitor Status)
12894,40.14,MEDIUM (Monitor Status)
12777,40.08,MEDIUM (Monitor Status)
13931,40.0,MEDIUM (Monitor Status)
12571,39.97,MEDIUM (Monitor Status)
15320,39.96,MEDIUM (Monitor Status)
14077,39.91,MEDIUM (Monitor Status)
13175,39.89,MEDIUM (Monitor Status)
14349,39.87,MEDIUM (Monitor Status)
13879,39.82,MEDIUM (Monitor Status)
14232,39.8,MEDIUM (Monitor Status)
13181,39.78,MEDIUM (Monitor Status)
13709,39.68,MEDIUM (Monitor Status)
13443,39.66,MEDIUM (Monitor Status)
15732,39.62,MEDIUM (Monitor Status)
13860,39.52,MEDIUM (Monitor Status)
13018,39.52,MEDIUM (Monitor Status)
12838,39.49,MEDIUM (Monitor Status)
13411,39.47,MEDIUM (Monitor Status)
13975,39.39,MEDIUM (Monitor Status)
14073,39.38,MEDIUM (Monitor Status)
12516,39.37,MEDIUM (Monitor Status)
12845,39.29,MEDIUM (Monitor Status)
12867,39.21,MEDIUM (Monitor Status)
12961,39.14,MEDIUM (Monitor Status)
12540,39.06,MEDIUM (Monitor Status)
13751,39.06,MEDIUM (Monitor Status)
12696,39.03,MEDIUM (Monitor Status)
13098,39.02,MEDIUM (Monitor Status)
12683,38.92,MEDIUM (Monitor Status)
14002,38.9,MEDIUM (Monitor Status)
13432,38.84,MEDIUM (Monitor Status)
15570,38.83,MEDIUM (Monitor Status)
15342,38.76,MEDIUM (Monitor Status)
13651,38.68,MEDIUM (Monitor Status)
13084,38.66,MEDIUM (Monitor Status)
12596,38.63,MEDIUM (Monitor Status)
14376,38.55,MEDIUM (Monitor Status)
15695,38.42,MEDIUM (Monitor Status)
15277,38.41,MEDIUM (Monitor Status)
15569,38.35,MEDIUM (Monitor Status)
14441,38.31,MEDIUM (Monitor Status)
15452,38.28,MEDIUM (Monitor Status)
15552,38.18,MEDIUM (Monitor Status)
12712,38.15,MEDIUM (Monitor Status)
12546,38.14,MEDIUM (Monitor Status)
12830,38.09,MEDIUM (Monitor Status)
13276,38.07,MEDIUM (Monitor Status)
15556,38.07,MEDIUM (Monitor Status)
14567,38.01,MEDIUM (Monitor Status)
15605,37.9,MEDIUM (Monitor Status)
